question,filtered_answer
"9개월 아기 벽잡고 못서요ㅠ 300일 지났는데 아이들 벽잡고 잘 일어서나요?
때되면 다 하겠지 싶은데, 또 9개월 발달과정에 잡고 서기가 있어서 심란하네요 ㅠㅠ
점퍼루, 위고 안해줘서 그런가 싶기도 하고 ㅠ
샤워핸들도 써보려 하는데 발을 안디디고 자꾸 팔로 매달리면서 우네요..
발바닥이 예민한걸까요..
쫌 기다리면 다 하겠죠?!","9개월 아기 벽잡고 못서는 것은 발달 과정 중 일부이며, 각 아이의 발달 속도는 다를 수 있습니다. 너무 걱정할 필요는 없고, 아이가 편안하게 발달할 수 있도록 도와주는 것이 중요합니다. 아이가 스스로 일어서기를 도와주는 방법을 찾아보세요. 점퍼루나 위고를 사용하지 않아도 괜찮으며, 아이가 좋아하는 물건을 이용하여 유도해보는 것도 좋은 방법입니다. 조금씩 기다리면 아이도 스스로 일어서는 모습을 보"
"6개월 아기 아기가 평소에 눕거나 앉거나 안겨있을때
팔을 슈퍼맨처럼 위로 뻗는 행동을 자주하는데
6개월에 뒤집기같은 자연스러운 행동 인가요?
걱정되서요",모로반사 같은거 아닐까요
"단두증 질문이요! 짱구뒷통수 노하우 알려주세요! 동글동글 예쁘게 태어났었는데 점점 뒷통수가 눌리고 있어요ㅠ_ㅠ 95일차 아기입니다.
아기가 옆잠을 안자고 똑바로 누워서 자요. 라*킷 배게 꾸준히 사용중인데 자다보면 이탈해서 맨 침대에서 그냥 자더라구요. 솔직히 효과도 모르겠구요...! 밤잠을 7시간 정도 통잠을 자는데 그 시간동안 똑바로 누워있으니 그런가 싶어요. 옆에서 돌려 뉘여도 결국 똑바로...! 라*스 옆잠 베개는 잘 사용 못하고 있어요 불편해해서!
@ 이정도면 단두 일까요?
@ 유모차에서 낮잠 2회정도 자는데 그것도 뒷통수 눌릴까요?
@ 뒤집기 시작하고 나면 다시 모양이 동그랗게 돌아올까요?
@ 짱구 뒷통수 방법좀 공유해주세요!","아직 괜찮아보여요 저희 아기 비슷했는데 지인들이 뒤집을때 굴러다니면서 자면 좀 돌아온댔는데 요즘 뒤집으면서 정말 스스로 옆으로도 자요 조금씩 돌아오고있어요 뒤집기 전에는 니노로 유모차에서도 베고 바운서, 놀때, 기저귀갈이대에도 한시도 안빼고 받쳐주어 쪼금 교정효과 봤어요."
"낮잠이불살때 사계절용
앞면 모달
뒷면 인견 사려고하는데
중시해야될게 소재도 소재지만
두께도 중요한가요","히요코베이비 사계절 모달코튼을 구매하셨다면, 두께가 너무 두꺼운 것보다는 적당한 두께가 좋을 것 같습니다. 너무 큰 크기나 두꺼운 것은 선생님이 선호하지 않는다고 하니, 다루기 편한 것이 좋을 것 같습니다. 낮잠을 자는 시간이 짧다면 너무 두꺼울 필요는 없을 것 같습니다. 또한 보관 시 부피가 크면 정리하기 어려울 수 있으니 주의하시면 좋을 것 같습니다."
"앙파파 티딩러스크 하임리히 썰^^;;; 8개월입니다~
앙파파 티딩러스크를 보고 너무 감탄했어요~
떡뻥을 처음에 몇번 주다가 1분도 안돼서 먹어버려서
거의 가지도 않지만 식당가거나 했을때 고민이 많았거든요ㅠ
여러개를 계속 줄수도 없고 말이에요~
그러다가 앙파파 티딩러스크를 보고 신세계다 싶었어요!
진짜 오랫동안 갈갈갈 먹었거든요^^ 집에서 만든 바나나티딩러스크와 비교도 안됩니다ㅎ
그래서 식당가거나 친척네등 갈때 필수품이 되었습니다~
그러다가 오늘 간만에 친구네서 4명이 모여서 밥을 먹었어요. 티딩러스크주니까 우리가 밥먹을동안 옆에서 신나게 갈갈갈 먹더라구요ㅎㅎ 역시 최고다했죠ㅎㅎ
그런데 티딩러스크가 녹으면서 갈아지더니 1.5센티정도가 부러지더니 애기 목에 걸렸어요;;;
웃긴건 좀전에 ""너 이러다가 걸리면 하임리히법 할것같으니까 조금씩 갈아먹어"" 라고 알아듣지도 못하는 애한테 말도 했어요.. 이게 예언이 될줄은...;
와 미리 하임리히법 머리속으로 시뮬레이션까지 안익혀놨으면 더 당황했을것 같네요.
애기 얼굴 빨개지더니 켁켁대고 목보니까 진짜 목구멍안쪽에 걸려있고;;; 곧바로 뒤집어서 몇번치니까 나왔어요.
앙파파꺼 안좋다는거 절대 아니구요~
저는 앞으로도 대체품이 없으니 쓸거에요^^;
그러나 이런일이 있을수 있으니 꼭꼭 남편등 하임리히법 시뮬레이션으로까지 숙지하시라고 알려드려요.
그리고 저는 아무생각없이 티딩러스크 갈아서 다 먹는건줄 알았어요^^; 다시보니 녹으면 버리라고 되어있네요.. 무지한 엄마였던걸로... 다른분들도 저처럼 모르시는분 계실까봐 경험 공유합니다!
다들 안전한 하루하루 되세요~",['저희아기 이제곧10개월인데 이제 아그작아그작 씹어먹어요 글보니 저도 더 조심해야겠네용 집에서 남편이랑 먹을때 저희 애기도 아그작아그작 먹었어서 이럴줄 몰랐네요 진짜 순간 식은땀 났네요 엄마실감입니다 아직 이 안난 6개월도 괜찮을까요??? 밀가루테스트는 했거든욥 네네 어차피 잇몸으로 먹어요 이날때
"7개월 아기 고불소 치약 추천부탁해용!! 오늘 보니 첫니가 살짝 올라왔네요 ㅎㅎ
구강티슈로 닦아줬는데 치약 준비하려고요!
써보셨던것중에 추천 부탁드려요~!
광고 제발 사절!!",블랑키즐이요 성분이 좋아서 사용하고있는데 애플망고향이라 아이도 거부감없이 양치 잘해요.
"아토피크림 추천해주세요ㅠㅜㅜ 제로이드 발라도 너무 건조하네요ㅠㅠㅜ
매번 연고를 바를 수도없구ㅜㅜㅜ
아토피크림 추천해주세요ㅠㅠㅜㅠㅠㅠ",아토피크림은 제로이드가 좋아요 꾸준히 바르시고 심한 부분은 베비니아 스틱밤 덧발라보세요. 스틱밤이 유분기가 많고 오일리해서 도움돼요.
"여행지 투표해주세요! 일본vs베트남 남편이 이직하게 돼서 7월 중 일주일 정도 애기 맡기고 여행가려 하는데요!
발리, 괌은 같이 가봤고
유럽은 넘 가고 싶지만 기간이 좀 애매한 것 같아서요
만만한 게 일본 베트남인 것 같은데 의견 부탁드립니다><
혹시 추천해주실 곳 있으면 알려주시면 감사하겠습니다!!
무기명 투표 중
여행지
일본
베트남
기타 국가 추천
투표하기","일본은 쪄죽고, 베트남은 우기라"
"4개월 아기 하루 총수유량 질문이요! 평소 700~800대로 먹는데
코감기로 약막으면서 600대로 총량이 줄었어요 ㅠㅠ
오늘 570으로 너무 적게먹고 잠들었는데
꿈수 해야할까요?ㅠㅠㅠ",570이면 적긴하네요.. 한번 수유양이 180 이였는데 130-140으로 줄었어요 저희애기도 그쯤 줄었고 저희 애기는 분유갈아타고 다시 잘먹었어요 저희는 분유는 잘먹는데 감기약이랑 코막힘 때문에 먹기 답답한것 같아요 코 빼줘도 콧물양이 너무 많아 먹기 힘들어하더라구요 새벽수유 하죠? 그거먹고 통잠
"서울 200일 촬영 스튜디오 추천 아기 200일이라 스튜디오 촬영을 하고 싶은데 서울에 있는 베이비스튜디오 추천해주실수있나요 :-)
100일때도 못찍어줘서요 ㅠ
옛스럽지않고 깔끔하고 예쁘게 담아주고싶습니다",아이민스튜디오 추천에용!!! 컨셉이 많아유 감사합니다
"5개월 (153일 아기) 낮잠 변환기 조언 부탁해요! 153일 여아 키우고 있어요!
아기가 요 근래 낮잠 2를 길게 잡니다(두시간 가까이)
중간에 입면 후 45분 지나서 깨지만 스스로 연장을 해요(이때 쪽쪽이를 다시 물리긴 합니다. 하지만 물리고 다시 방을 나오면 자기가 손가락으로 놀다가 다시 자요)
그래서 낮잠1은 보통 45-50분,
그리고 낮잠2가 1시간 50-2시간 정도 입니다
그러면 낮잠2 이후에는 낮 세시정도 됩니다. 이후 수유를 하고요. 그리고 난 다음 좀 잠을 자주면 좋겠는데 세시에 일어났을 경우에는 사실 잠을 잘 안 자요 ㅠ 졸려는 하는데 다섯시 좀 넘어서 재우려고 하면 아둥바둥하며 잠을 안 자고요.
그러다가 여섯시 십분 쯤에 목욕하고 6시 50분-7시 사이에 마지막 수유를 하면 이후 7시 30분부터 엄청 울어요. 이미 여섯시 넘어서 엄청 졸려하는데(이때 기준 깨시 3시간) 이미 목욕 해야하는 시간이기도 하고 막수 전이라 제가 막 시간을 연장 시킵니더. 그러다가 막수 후 7:30분부터 엄청 울어요. 달래도 잘 안 그칩니다. 약 20-25분간이요. 그리고는 시계가 몸 속에 있는지 7시 55분정도에 잠을 잡니다..
이렇게 삼일째인데요..
낮잠2 중간에 좀 깨워서 차라리 낮잠3을 넣는게 나을까요? 아니면 낮잠1과 낮잠2간의 깨시를 늘리고 낮잠3을 안 재우는게 맞을까요..?
8시 전에 자는건 좋은데 아이가 우니까 이렇게 재우는게 맞나 싶어거 조언을 구해요!",낮잠2를 1:30분만 재우고 낮잠3을 30분 재우면 될 것 같아요!
"자기직전에 수면조끼입히고 기저귀갈때 오열하는데 곧 21개월 여아
그간 밤잠 옆에서 재우다가 너무 오래걸려서
요새 방에 혼자 눕혀서 재우기 시작했는데요
잘자요. 진작에 할걸 그랬다싶을정도로 만족도가 큽니다.
근데...
자기직전에 맥드기저귀 갈아입히고
수면조끼를 입혀야하잖아요??
그때 오열해요... 눈물콧물 다빼요..
근데 막상 불끄고 방나가면 안울어욬ㅋㅋㅋㅋ
세상조용....
음... 엄마랑 헤어지기 싫어서 그런거라고 생각해야갰죠...??
근데 너무 시끄러워서... ㅠㅠ
안그래도 재접근기라 하루내내 많이우는 편인데..
하루의 마지막마저 그렇게 울어버리니
나도 기분 팍 상하고
유종의미를 못거두는것 같아 좀 아쉬운 느낌이 드네요...
이런것도 욕심이겠죠... 문닫고 혼자서 잘자는거에 감사헤야겠지... ㅎㅎ",잠와서 그래요 잠오는데 늅히니까 저희애도 한 번 은 울어야 잘자요 울어야 잘잔다라고 생각해야겠어요 근데 하루종일 울음소리에 시달리다보니 마지막까지 그러니 지치네요 저도 첫째때는 그랬는데요 조금만 더 크면 우는거에 아무렇지도 않게 돼요 그래서 둘째는 울어도 걍 두네요 사람이 그렇게 되더라구요
"참견해주세요 돌 아이 키우고 있어요!
3월부터 어린이집 다니구 있구요
5월부터 낮잠 적응해서 10시 등원 3시반 하원입니다
아이가 최근에 아침에 일어나자마자 아기띠를 가리키며
안아달라고 하는데 어린이집 가는 시간빼고 계속 안고 있는것 같아요!
혼자 노는것도 1분도 안되는것 같고 계속 제 몸을 감싸고 안아달라는 행동을 하며 ""어"" ""어 "" 이런 표현을 하고 손으로 이쪽저쪽을 가리키더라구요
이런 행동을 하니 애착 관계가 잘 형성이 안되서 그런건가 하는 생각이 요새 들더라구요!
우리 아이만 이런건지, 아님 이런 시기인건지 참견 해주세요ㅠㅠ","돌이면 엄마껌딱지심해지면사 안아병 생겨요
안았는데 손가락으로 뭐 가르키면 혼자 스스로 가지고 오거나 놀 수 있게 도와주세요. 손가락으로 가리키는거 다 갖다주면 나중에 고치려면 힘들고 버릇 나빠져요"
"한시도 가만히 안있는 9개월 남자아긴데요~ 이제 9개월하고 24일 된 남자아기 키우고 있어요~
벽이나 소파 잡고 옆으로 걷기도 곧잘하구요
손 놓고 오랫동안 혼자 서있기도 잘해요
깨어있을 때는 진짜 한시도 가만히 안있구
섰다 옆으로 걸었다 기었다 그러거든요
소파도 밑에 발 디딜게 있으면 딛고 올라가버리구요
오늘은 한번 내버려둬봤더니,
빨래 건조대를 접어서 세워놓은거를 밟고
올라가서 제일 높은데까지 올라타 버리더라구요ㅠ
원래 이맘때쯤에 남자애들은 다 이런가요?
아님 저희애만 이런건지 주변에 또래 아기들이 없어서 문의 드려요ㅠ
운동능력이 좋은건지 부잡스러운건지
아님 다른애들도 이맘때 다 이런지 모르겠네요ㅋㅋㅋ","저희집도 똑같아요.. 한시도 가만 안있고 에너지 넘치고 이젠 뭐든 다 올라타려고 함요ㅠㅠ
8개월 남자앤데요. 뭐든 잡고 일어서는 바람에 저는 맨날 졸졸 쫓아다녀요 머리 쿵할까봐 ㅠ 쫓아다니는게 맞나요..? 깨있을땐 아무일도 할수가 없는데 이게 맞나요? ㅠㅠ
저는 한동안은 계속 쫒아다녔어요..\n헬맷도 안쓰"
"곧 7개월 대근육 발달이 느리대요ㅠㅠ 오늘로 205일, 다음주면 7개월 되는 아기이고 오늘 대학병원 진료가 있어 다녀왔어요. 신생아과 진료를 봤는데 전반적인 발달사항 봐주시면서 대근육 발달이 4-5개월 수준같다는 이야기를 들었어요ㅠ
오늘 진료에서 보니 교수님은 아기가 스스로 앉을 수 있는지 확인해보고, 세워 안아서 다리로 몸을 지탱하는지 다리힘을 보시던데 전혀 안되더라구요.
또 엄마아빠같은 발음 할줄 아냐고 물어보셨는데 아직 입술을 부딪히며 내는 ㅁ, ㅂ 발음같은건 안해요ㅠ
인지적인거 물어본것중엔 낯가림 하는지, 안돼/아니야 이런말 알아듣는지 물어보셨는데 낯가림도 있고 눈치도 있어서 안된다는 의사표현 알아들어요.
또 터미타임 잘하는지, 뒤집기나 배밀이 하는지 물어보기도 했는데 저희 아기는 터미를 늦게 시작한 편이긴 한데 140일쯤 뒤집기 되집기 동시에 터득하고 6개월 되기 전에 배밀이 시작해서 지금은 활발하게? 돌아다니거든요.
다만 아직 허리힘이 많이 부족해서 앉기는 거의 안되구요, 제가 안을때에도 허리 꼿꼿이 세워서 있는거 같다가도 아기가 몸을 좀 틀거나 움직이면 아직 뒤로 휘청거리며 넘어가려고 해서 안을때 늘 불안불안해요ㅠ
또 터미자세로 하루종일 놀지만 팔을 번쩍 펴서 가슴까지 들어올리는건 거의 본적이 없네요ㅠ
이런저런거 종합해보면 평소에 제가 느끼기에도 대근육이 좀 느린거 아닌가? 싶어서 영검이나 동네소아과 진료 갈때마다 물어봤었는데 그때마다 다들 괜찮다고 들었고, 배밀이 잘하고 돌아다니니 시간 지나면 서서히 길러지겠거니 했는데 큰병원에서 이런 소리를 들으니 걱정이 좀 되네요ㅠ 병원에서도 재활 들어갈만큼 심각하게 느린건 아니긴 한데 그래도 돌쯤에 다시한번 체크해봐야겠다고 또 오라고 그랬구요ㅠㅠ
여튼 6-7개월 대근육 발달 다들 어느정도이셨나요? 대근육 발달에 도움되는 운동이나 놀이 도움되셨던것 있다면 팁 부탁드려요ㅠㅠㅠㅠ","6, 7개월에 앉혀두면 꽤 오랫동안 잘 앉아있었어요. 맘님 아가는 엄청 느린것 같진 않으니 잘 살펴보시면 될듯해요
네 매일 유심히 본다고 보는데도 괜히 조급해지네요 더 잘 살펴봐야겠어용!!
음..일단 저희 아기는 155일에 뒤집기를 했구요 182일에 되집기를 했어요
위에 말씀하신 상체 높이 팔 쭉 펴고"
