question,answer
4개월 원더윅스 진짜넘심하네요 다들그런가요??ㅠㅠ,4개월은 한꺼번에오는듯 그래서 심한듯요. 이앓이.뒤집기.투정.잠보챔.수면패턴엉망.수유패턴엉망.수유양도엉망. 죄다엉망.그래서 젤심하고 한달간다고하는. 최악의 웍익.아..빡치는하루보내는것도 이제지쳐감요..
돌촬영 두번째 실패...,저희애는 장소낯가림이 심한데 그래서 30분전에갔어요... 저두 첫번째 실패하고 ... 두번째갈땐 한시간전에가서 찍는곳에서 적응시간 가졌는데도...실패했어요.. 재촬영 돌 지나서 찍었네요.. 낯선 장소에도 울어서 스튜디오에 양해구하고 하루전날 잠깐 들러서 5분정도 둘러보여주고 나왔어요;;; 감사합니다! 같은방법으로 한번해볼게요~
12개월 아기 호명반응 얼마나 돼요?,다른 상호작용은 어떤가요? 다른 상호작용이 머가 있을까요? 마주치면 웃는다든지 모방한다는지?? 하는거요.
신생아 방온도 조언부탁드려요!,콧물있으면 에어컨키면 더할거에요 얇게 입히는건 잘하고 계신거같구 건조하지않게 습도만 잘 맞춰주세요
BCG 주사 맞고 아기 목욕 언제부터 가능한가요?,하루만 안시키고 바로 씻겼어용
간지러워서 이를 갈기도 하나요 ?,간지러워서 그러는 걸까요 ? 못하게 해도 알아듣지도 못하고 ㅎㅎㅎ ^^ ;;
역류방지쿠션 뭐쓰세요?,첫찌는 역방쿠쓰고 둘찌는 역류방지침대 썼어요 비주비노꺼. 저는 쿠션보다는 침대가 더 좋은 거 같아요. 허리에 무리도 안 가고. 비주비노도 쓰는데 잘 안 누우려고 그래요. 잘 재워서 눕히면 바로바로 울어주시네요. 터미타임 자주 시켜주세요! 푹 자게. 애바애지만 첫찌는 눕혀만 놓으면 잤는데 둘째는 손 탔었어요
신내 궁 산후조리원 후기입니다,둘째 출산하고 신내 궁 산후조리원으로 두번째 이용하셨군요! 만족스러우시다니 좋네요. 출산 후 마사지와 케어가 효과가 있었다는 이야기에 더욱 믿음이 갑니다. 신내 궁 산후조리원을 강력 추천하시는 이유가 느껴집니다.
돌치레일까요?,"""돌치레는 병이름이 아니에요. 아이들이 돌쯤 되면 엄마한테 받은 면역력이 바닥나면서 한번쯤 크게 아프거든요, 감기든 수두든 돌발진이든 어떤식으로든요. 그럼 '돌치레 했으니 건강하게 커라'식으로 '액땜했다' 비슷하게 쓰는 말이에요. '치레'라는 말이 치뤄냈다는 뜻이거든요. 별다른 콧물기침 같은 심한증상없이 열만 나면 돌발"
미디어노출 대체할만한 게 없을까요?,"['동요cd 들려주시는 것도 괜찮고, 전 라디오도 많이 들었어요. 동요 많이 들려주시면 어느순간 애가 노래를 알더라구요. 물론 좀 커서 얘기지만ㅎㅎ']"
6개월 아기 감기에 호캉스 가도될까요?,남편 스파르타로 교육시키고 가요 남편도 해봐야죠 폐렴 만들일 있나여 남편이 해야죠 이참에 남편도 노시부랑 하는 것 다 익혀야한다 생각해요 다음에 또 못가유
180일아기 대근육 발달상황질문,"아기들 각자의 발달 속도와 방식이 다를 수 있으며, 너무 걱정할 필요는 없습니다. 다른 아이들과 비교하기보다는 아기의 개인적인 발달 상황을 주의 깊게 지켜보시면 좋을 것 같습니다."
밤잠 당기고 싶은데..,9시전에 재우는걸로요.
다들 어린이집 몇개월때 보내셨나요 ?,['8갤요! 되려 어릴 때 얼레벌레 적응 잘해요~ ㅎㅎ\n전 좋은 어린이집 만나서 만족했어요~']
연년생 육아,저도 그렇게 한번 해봐야겠어요. 예뻐하는거같다가 제가 다른거 하는 순간 긁어놓으니 맘이 너무 아프더라구요ㅠㅠ 오늘도 육아팅하세요~~♡
제왕절개 하신분들 상처부위 괜찮으세요?,아푸기도 하고 좋다는 연고 발라도 지렁이는 안없어지고..ㅠ 곧 돌인데 언제까지 이럴까요..
모유수유 뒤돌면 배고파요.,계속 배고파요... 그래도 수유할땐 먹어도먹어도 살이 더 찌진않더라구요
돌아기 선크림 바르시나요?,6개월부터 발라줬어요 1시간이상 뙤약볕 외출 시에 바르면 되요
6갤아기 자면서 흐느낌,6개월 아기가 자면서 흐느낌을 자주 하는 이유는 그저 서러운 꿈을 꾼 것일 수 있습니다.
파스퇴르위드맘제왕100일,'구매원햐용 챗 주세욥! 거래완료되었습니다.'
밤잠 도무지 안자는데 어케요?,낮동안 충분히 체력빼는 활동을 했나요~?!
8갤되가는아기요,8갤되가는아기요 곧 8개월아기 다리에 힘을주지않아요. 보통 아기를 잡고 무릎위에 세웠을때 스스로 발바닥이든 발가락으로 딛고 세우고 버티는게 정상이라면 전혀 힘을주지않아요. 뒤집기 되집기는 하나 범보의자없이 바닥에 다리벌려 손앞으로해서 앉혀도못안고 등을 잡아줘도 뒤로 누워버려요. 고관절이 문제있는건 아니겠죠ㅠ. 8갤
갑자기 우유를 안먹는 이유가 무얼까요??,'그럴 때가 있더라구요.. 갑자기 이유도없이 안먹는.. 그러다가 또 먹더라구요'
바디슈트 밑에 대변 묻는 이유 (매너사진),옷길이가 짧아서 올라가면 흔히 똥꼬낀다 한 느낌에 응아 시 허벅지에 낀게 아닐까요? 저도 약간 그 부분을 의심하고 있긴합니다 ㅠㅠㅠ 더 큰사이즈 옷을 입혀보고 그래도 그런지 확인해 보셔용 그래야겠네요 감사합니다!
혹시 벌써 초등학교 고민하는 분 계시나요?,"무슨 느낌인지 알아요! 저도 임신하니 초중고 걱정되더라구요 ㅎㅎㅎㅎㅎㅎ 진짜 사서 걱정중입니닿ㅎㅎㅎㅎ임신중이신가봐요:) ! 이쁜아가 건강히 만나시길 바라요♡ 앗.. 27개월이에요 ^^;;; 출산하고나니 초중고 걱정에 어린이집, 유치원도 고민 추가되네요 ㅎㅎㅎㅎ 돌잔치 준비할때만 생각안났어요 ㅋㅋㅋㅋㅋ"
9개월아기 친정집에 어떤 침대 쓰면 좋을까요?,친정집에 저도 범퍼침대 셋팅해놧어요 워낙 자주가서 공감요 진짜 자다가 여기저기 부딪히고 ㅜㅜ 그래서 저도 범퍼침대로 샀었거든요 잠버릇 험하면 무조건 가드 튼튼한 걸로 고르세요 전 도노도노껄로 했는데 이중가드라 혹시나 부딪혀도 휘거나 무너지는 거 없어서 이제 안심하고 재워요 꿈비 하이가드 크기도 안크고 이동하기에
0세반(23년생) 어린이집 상담인데….,아기가 잘놀고있는지 뭐하면서 노는지 발달부분 궁금한 것 등등 여쭈어보시면되요
한달된 아기 바스앤샴푸쓰시나요?,네네 다 쓰던대요
요즘 얼집 보낼때 어떻게 입히시나요?,반팔반바지요.
돌 아기 영양제,"포베라 유산균+비타민D, 마이타민, 리퀴드씨엠키즈 먹이고 있어용."
9개월 앞둔 아기 아직 혼자 못앉아요 ㅠㅠ,'200일촬영땐 앉아있는거 불안한게 평균 아닌가요? 저희애들도 뒤로 발라당 넘어가면서 찍었는데 곧 앉을거에요~~'
아기 발 물집ㅜㅜ,후시딘 발라줘야겠어요 감사합니다
7갤아기 요즘 개진상모드네요ㅠ 너무화나구 눈물나요,['저희아기도 재워놓고 제가 옆에없음 바로 알아채요.. 딴분들말로는 아기 성향이라던데.. 같은배에나와서 똑같이키워도 유독 그런아가들이잇대요ㅠ 저는 맘비우고 그냥 아기잘때 같이자거나 옆에잇어요…ㅜ']
쪽쪽이 배송 왔어요 ♥,베베그로우 나비 쪽쪽이! 보라? 인디핑크? 오묘한 색이 예뻐서 골랐는데 손잡이까지 다 실리콘이고 일체형이라서 열탕소독 후 물고임도 없네요!
스토케 트립트랩 색깔골라주세요 핑크 vs 블루 남자아기,핑크가 더 예쁜거 같아요 ㅎㅎ
"일찍 재워도, 늦게 재워도…..🤦‍♀️",어머 저희 7살 둘째랑 같네요 전 그냥 포기하고 아침형 인간을 만들었답니다ㅋ 8시 자서 5시 기상 패턴으로 잘 지내고 있어요ㅋ 제가 임신해서 회사다닐 때 5시에 늘 일어났던거 영향도 있는거 같아요 첫째도 그랬었는데 학교들어가고부터는 정상범위로 바뀌더라구요
수유때마다 똥싸요 ㅠ,수유할때 싸다가 이젠 이유식 먹으면서...^^... 밀어낸다고 생각하고 있어요ㅋㅋㅋㅋㅋㅋㅋ
어린이집 언제?,어린이집은 돌 지나고 입소했어요. 이건 정답이 없고 엄마 마음이 준비될 때 보내는 게 맞다고 생각해요.
페르바도 바스앤샴푸 써보신분?,거의 무향에 가까워요 저희 아기 잘 쓰고 있어요! 미끌거리지도 않구요.
내돈내산 유모차 다들 어떤거 쓰시나요?,전 에그요 듄도이쁘네요 ㅎㅎ
백일아가 수유량 얼마나되세요?,양이 적은거였군요 한번 늘려볼게요 감사해요!
7월생 아기들 돌잔치 답례품 정하셨나요ㅜ,수건했어요!
압타밀에서 분유 바꾸려는데 추천해주세요!,"['위드맘으로 많이들 바꾸시더라구요 산양제왕 먹이고 있는데 소화도 잘되고 응가도 잘 싸고 있어요 위드맘제왕이요 변도 잘보고 수유량도 잘 늘었어요 저는 매일유업 산양분유 먹이는데, 잘 먹구 , 소화도 잘 시켜서 만족해요 이번에 리뉴얼되면서 성분도 좋아졌더라구용 생유산균 들어갔다고하던데 ..그래서그런지 매일 황금변도"
타파웨어 이유식 냉동용기 쓰시는분 몇개 사셨어요?,후기이유식 곧시작이구요 중형1번 35개 중형2번 4개 대형2번 6개 쓰고있어요^^
단유 할거에요,치아 관리 때문에 밤수 끊어야해요 전 돌까진 모유 먹일려해서 0.00무알콜 마시고 있어요  밤수 끊으시고 시원하게 맥주한잔 하셔용~ 그니깐요 이가 두개째 올라오고 있어서 더더욱 이제 밤수 그만해야할듯해요  이게 왜이렇게 어려울까요  오늘밤..많이 안울어야 할텐데요  단호하게 끊으셔야해요 아기가 배고파서 깨는것보단 습관으로 깨는거예요
23년생 딸랑구 키워요~,9월생이에요 😆
9개월 아기 수족구,네네 체온만 잘 잸보면서 케어하면 되요 약잘먹이구 진짜 시간도 약이에요 금방 지나가길
현재 80일정도 된 애기들 지금 시점에서 여름 외출복 반팔 우주복이나 바디수트같은 한벌짜리 살경우 80사이즈로 사시나여 90싸이즈로 사시나여?,80사서 이쁘게 입히세요 90은 커요 그렇다고 내년 여름에 입히기도 어려워요.
4개월 아기 책 베이비올 명작과 그래그래 둘다사도될까요?,아람북스 베이비올 명화가 더 좋은거같아요!
친구들은 다 애기 다 컷는데 저는 이제시작이네여,['저도39에 첫딸낳아서 현재 딸은4살이에요. 아직 아이가 어려서 학부형 경험은 없지만 아이 얼집 다니는것만 봐도 젊은 엄마들이 좀 부럽긴하네요.저만 40이 넘었거든요. 공감해요. 둘째는 꿈도못꾸고..']
아기 몸무게,213일 8.5키로예요.
요즘 아이들 옷 어떤거 입히시나요??,상하복 입혀서보내시너요 내복입히시나오
이유식 시작 흡착볼?3구식판,흡착볼은 간식이나 리조또같은거 줄때 사용하고 3구식판은 토핑이유식이나 유아식줄때 사용해요.
휴대용 유모차랑 웨건중에 고민이에요..,웨건이요 두명있으면 웨건이낫죵 전 요요2 쓰는데 보드 연결해서 첫째 거기에 태우고 데리고 다녀요 웨건은 차에 싣고 다닐 때나 애들 낮잠 재울때 불편하다 해서 아직 안 샀어요
우리집 14개월 아기는 모두가 “엄마”에요:;;;,엄마 아빠 맘마 까지 잘 하는데.. 엄마가 안고 놀아주면 아빠아빠 부르고 아빠가 안거나 놀아주면 엄마 엄마 해요 🤣 근데 절실한 상황? 아빠 엄마 퇴근 때는 (눈에 안 보이고 벽 넘어에 있을때) 정확히 부릅니다 ㅋㅋ 먹는 것 모두 맘마.. 우와 제가 쓴글인줄 알았어요 ㅎㅎㅎ 😂 저흰 엄마 아빠 발음도 정확
초보맘 걱정가득맘,우리 같이 육아팅해요 그 마음만으로도 충분히 잘하고 있어요 화이팅입니당
샤워핸들에서 응가닦이는 꿀팁좀 알려주십쇼오~~,최대한 샤워핸들에서 응가 닦는 방법을 알려드릴게요. 샤워핸들을 부드럽게 벌려서 챱챱챱 닦아보세요. 손씻는 계단에 한발을 올려놓고 닦으면 더 효과적일 수 있어요.
23년생 아기 돌지나면 보육료,아뇨 0세에요 !!! 생일 기준이 아니라 태어난년도 기준이에요 내년3월에 만1세되는거에요 1세 보육료 475000원 2달전부터 차액2만5천원 들어오더라구요 참고로 22년생이예요 23년생은 내년 2월까지 0세반이에요 신학기 3월이 되야 만1세반 진급해요 아기가 생일 지났다고 해서 학년이 바뀌거나 담임이 바뀌지않는것처럼 개인나이와 기관나이는 달라요
[돌잔치] 돌준맘 더블유페스타 서초점 답사 후기,더블유페스타 서초점을 선택한 이유는 홀이 매우 이쁘고 고급스러우며 시설이 깔끔하다는 평이 많았기 때문입니다. 위치도 서초역 7번출구 근처에 있어서 접근이 편리하며 직원분들도 친절하여 돌잔치 초보인 고객의 궁금증을 해결해준다고 합니다. 또한 음식도 맛있고 깔끔한 편이라 기대가 크다고 합니다.
7갤 아기 가정보육,집안일할땐 혼자 놀게 두기도 하고 너무 돌아다녀서 위험한거 만지려고 하면 하이체어에 앉혀서 과일간식도 주고 같이 앉아서 장난감 갖고 놀아주고 오후에는 밥먹고 바로 나가서 1-2시간 산책하고 들어와요 저는 하루가 너무 빨리가네요 ㅠㅠㅠ 밥 5번에 낮잠 3번 자거든요 밖에는 하루에 한 번 정도 나가요 문센가거나 유모차 산책이요~
10갤 아기 매트시공 고민중인데..,매트시공은 아무래도 가격이 젤 문제죵... 저희 집은 고려화학매트꺼 쓰는데 셀프시공매트 한번 알아보세요 자체적으로 생산하고 유통하는 곳이라 가성비 좋아용 쿠션감은 쫀득 폭신하구 생활방수라 청소나 관리하기도 편해요 저는 신생아 때부터 쭉 쓰고 있어영 이번에 디자인도 새로 출시했는데 넘 이쁘더라구요..
